block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,rt,acc,time
1,False,15,0.358,21,[],[],"[(693, 1020), (1127, 903)]",[],"[0, 1]",[64],[1.0666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.712],1,403.171
1,False,16,0.34,20,[],[],"[(1147, 924)]",[],[1],[48],[0.8],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.455],1,407.104
1,False,17,0.889,53,[],[455300],"[(734, 1023), (765, 917), (673, 937), (657, 735), (809, 790), (736, 803), (1119, 953), (1122, 920)]","[(1109, 941)]","[0, 0, 0, 0, 0, 0, 0, 1]",[47],[0.7833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0],0,409.442
1,False,18,0.93,55,[],[460773],"[(1108, 927)]","[(1102, 946)]",[1],[43],[0.7166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0],0,423.981
1,False,19,1.433,85,[],[464847],"[(712, 898), (1044, 944)]","[(657, 981)]","[0, 1]",[83],[1.3833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0],0,429.455
1,False,20,1.451,87,[],[],"[(1074, 920)]",[],[1],[137],[2.283333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.803],0,433.528
1,False,21,0.329,19,[],[],"[(1151, 957), (1114, 921)]",[],"[0, 1]",[51],[0.85],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.507],1,437.893
1,False,22,1.379,82,[],[475634],"[(1137, 934)]","[(1137, 934)]",[1],[4],[0.06666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0],0,442.583
1,False,23,0.314,18,[],[],"[(1132, 899)]",[],[1],[58],[0.9666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.642],1,444.317
1,False,24,1.045,62,[],[480306],"[(1101, 939)]","[(1088, 958)]",[1],[34],[0.5666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0],0,446.779
1,False,25,1.367,82,[],[493934],"[(575, 974), (585, 983), (1105, 930)]","[(1066, 948)]","[0, 0, 1]",[52],[0.8666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0],0,448.996
1,False,26,1.376,82,[],[],"[(1126, 898)]",[],[1],[132],[2.2],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.808],0,462.616
1,False,27,0.979,58,[],[],"[(1133, 902)]",[],[1],[78],[1.3],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.31],1,466.36
1,False,28,1.176,70,[],[],"[(1128, 932)]",[],[1],[84],[1.4],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.212],1,469.176
1,False,29,0.937,56,[],[],"[(1133, 922)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.23],1,472.046
1,False,30,0.426,25,[],[],"[(1123, 918)]",[],[1],[75],[1.25],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.808],0,474.736
1,False,31,1.297,77,[],[512126],"[(1063, 946)]","[(1068, 937)]",[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0],0,477.492
1,False,32,0.301,18,[],[],"[(1127, 902)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.816],0,480.821
1,False,33,1.202,72,[],[],"[(1127, 898)]",[],[1],[122],[2.033333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.828],0,483.523
1,False,34,1.147,68,[],[],"[(1102, 895)]",[],[1],[118],[1.9666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.826],0,487.134
1,False,35,1.24,74,[],[],"[(718, 853), (1097, 930)]",[],"[0, 1]",[124],[2.0666666666666664],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.822],0,492.485
1,False,36,1.045,62,[],[],"[(1146, 932)]",[],[1],[112],[1.8666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.826],0,507.5
1,False,37,0.333,19,[],[],"[(663, 893), (1085, 931)]",[],"[0, 1]",[69],[1.15],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.827],0,510.927
1,False,38,1.197,71,[],[],"[(1034, 1015), (1137, 930)]",[],"[0, 1]",[84],[1.4],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.201],1,524.011
1,False,39,1.039,62,[],[563538],"[(1127, 911)]","[(1098, 935)]",[1],[52],[0.8666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0],0,529.846
1,False,40,0.918,55,[],[],"[(1139, 915)]",[],[1],[105],[1.75],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.815],0,532.223
1,False,41,0.581,34,[],[],"[(1100, 954), (1083, 915)]",[],"[0, 1]",[84],[1.4],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.814],0,535.578
1,False,42,0.999,59,[],[],"[(1112, 888)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.213],1,539.903
1,False,43,0.869,52,[],[],"[(1131, 919)]",[],[1],[60],[1.0],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.117],1,546.306
1,False,44,0.854,51,[],[],"[(1126, 910)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.347],1,548.8
1,False,45,0.98,58,[],[],"[(1101, 919)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.383],1,551.504
1,False,46,1.167,70,[],[],"[(1137, 904)]",[],[1],[84],[1.4],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.217],1,554.591
1,False,47,1.428,85,[],[],"[(1119, 902)]",[],[1],[116],[1.9333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.495],1,557.463
1,False,48,0.432,25,[],[],"[(1094, 916)]",[],[1],[60],[1.0],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.571],1,560.867
1,False,49,0.813,48,[],[],"[(1135, 918)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.445],1,563.702
1,False,50,0.932,55,[],[],"[(1127, 907)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.573],1,566.411
1,False,51,0.396,23,[],[],"[(1093, 914)]",[],[1],[54],[0.9],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.498],1,569.435
1,False,52,1.289,77,[],[],"[(1126, 911)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.363],1,571.868
1,False,53,0.364,21,[],[],"[(1118, 912)]",[],[1],[53],[0.8833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.508],1,575.259
1,False,54,1.21,72,[],[617059],"[(847, 912), (1109, 914)]","[(1096, 924)]","[0, 1]",[70],[1.1666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0],0,577.634
1,False,55,0.585,35,[],[],"[(1097, 917)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.807],0,585.75
1,False,56,0.506,30,[],[],"[(1151, 907)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.495],1,589.965
1,False,57,1.042,62,[],[],"[(1093, 915)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.415],1,592.48
1,False,58,0.996,59,[],[],"[(1124, 910)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.414],1,595.472
1,False,59,0.482,28,[],[],"[(1093, 905)]",[],[1],[78],[1.3],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.811],0,598.359
1,False,60,1.471,88,[],[636215],"[(1106, 917)]","[(1094, 926)]",[1],[79],[1.3166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0],0,601.175
2,False,61,0.793,47,[],[],"[(1142, 914)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.473],1,604.898
2,False,62,1.092,65,[],[],"[(1136, 903)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.462],1,607.741
2,False,63,0.77,46,[],[],"[(1126, 919)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.496],1,610.812
2,False,64,0.776,46,[],[],"[(1127, 905)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.492],1,613.584
2,False,65,0.592,35,[],[],"[(1137, 926)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.803],0,616.359
2,False,66,1.306,78,[],[],"[(1122, 920)]",[],[1],[128],[2.1333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.808],0,619.222
2,False,67,1.262,75,[],[656919],"[(1166, 901)]","[(1128, 914)]",[1],[72],[1.2],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0],0,622.874
2,False,68,1.175,70,[],[],"[(1117, 904)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.428],1,625.598
2,False,69,0.73,43,[],[],"[(1129, 904)]",[],[1],[69],[1.15],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.41],1,628.787
2,False,70,0.744,44,[],[],"[(1093, 919)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.53],1,631.38
2,False,71,0.866,51,[],[],"[(1082, 918)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.413],1,634.173
2,False,72,1.041,62,[],[],"[(1126, 910)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.427],1,637.002
2,False,73,1.47,88,[],[],"[(1088, 913)]",[],[1],[103],[1.7166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.231],1,639.966
2,False,74,1.046,62,[],[],"[(1122, 910)]",[],[1],[93],[1.55],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.495],1,643.185
2,False,75,0.472,28,[],[],"[(1135, 913)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.532],1,646.243
2,False,76,1.378,82,[],[683003],"[(1131, 911)]","[(1104, 924)]",[1],[78],[1.3],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0],0,648.815
2,False,77,0.53,31,[],[],"[(1132, 922)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.527],1,651.68
2,False,78,1.489,89,[],[],"[(1124, 907)]",[],[1],[113],[1.8833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.377],1,655.012
2,False,79,1.177,70,[],[],"[(1128, 905)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.496],1,658.385
2,False,80,0.579,34,[],[],"[(1116, 906)]",[],[1],[66],[1.1],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.514],1,661.551
2,False,81,0.932,55,[],[],"[(1122, 902)]",[],[1],[87],[1.45],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.51],1,664.174
2,False,82,0.857,51,[],[],"[(1135, 900)]",[],[1],[96],[1.6],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.721],1,667.095
2,False,83,1.45,87,[],[],"[(1130, 916)]",[],[1],[126],[2.1],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.627],1,670.209
2,False,84,1.3,78,[],[],"[(1127, 913)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.361],1,673.861
2,False,85,0.354,21,[],[],"[(1135, 924)]",[],[1],[55],[0.9166666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.545],1,677.141
2,False,86,0.479,28,[],[],"[(1136, 905)]",[],[1],[66],[1.1],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.616],1,679.594
2,False,87,0.531,31,[],[],"[(1131, 914)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.49],1,682.236
2,False,88,0.879,52,[],[],"[(1142, 912)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.485],1,684.763
2,False,89,0.988,59,[],[],"[(1122, 902)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.431],1,687.65
2,False,90,0.877,52,[],[],"[(1144, 910)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.442],1,690.568
2,False,91,1.049,62,[],[],"[(1130, 915)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.455],1,693.39
2,False,92,0.971,58,[],[],"[(1130, 910)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.48],1,696.427
2,False,93,1.278,76,[],[],"[(1126, 918)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.341],1,699.378
2,False,94,0.498,29,[],[],"[(1131, 901)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.762],1,702.547
2,False,95,1.355,81,[],[],"[(1139, 937)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.414],1,705.308
2,False,96,0.552,33,[],[],"[(1127, 910)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.492],1,708.668
2,False,97,1.417,85,[],[],"[(1117, 902)]",[],[1],[113],[1.8833333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.445],1,711.2
2,False,98,0.903,54,[],[],"[(1137, 918)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.703],1,714.574
2,False,99,1.239,74,[],[],"[(1131, 921)]",[],[1],[99],[1.65],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.394],1,717.697
2,False,100,0.804,48,[],[],"[(1117, 911)]",[],[1],[78],[1.3],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.48],1,720.876
2,False,101,1.104,66,[],[],"[(1102, 917)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.035],1,723.711
2,False,102,0.63,37,[],[],"[(1137, 920)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.352],1,737.947
2,False,103,1.446,86,[],[774441],"[(1113, 903)]","[(1089, 924)]",[1],[64],[1.0666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0],0,740.491
2,False,104,0.936,56,[],[],"[(1130, 914)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.381],1,743.129
2,False,105,1.253,75,[],[],"[(1122, 907)]",[],[1],[99],[1.65],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.381],1,746.016
2,False,106,0.718,43,[],[],"[(1127, 907)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.492],1,749.172
2,False,107,0.455,27,[],[],"[(1128, 915)]",[],[1],[58],[0.9666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.494],1,751.917
2,False,108,0.653,39,[],[],"[(1123, 913)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.455],1,754.38
2,False,109,0.4,24,[],[],"[(1131, 902)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.644],1,757.06
2,False,110,0.413,24,[],[],"[(1104, 908)]",[],[1],[56],[0.9333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.511],1,759.649
2,False,111,1.441,86,[],[796461],"[(1131, 935)]","[(1095, 941)]",[1],[84],[1.4],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0],0,762.084
2,False,112,1.392,83,[],[],"[(1100, 922)]",[],[1],[90],[1.5],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.1],1,765.143
2,False,113,0.579,34,[],[],"[(1130, 918)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.685],1,768.693
2,False,114,0.928,55,[],[],"[(1124, 909)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.478],1,771.523
2,False,115,0.767,46,[],[],"[(1131, 914)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.479],1,774.471
2,False,116,0.498,29,[],[],"[(1115, 912)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.723],1,777.26
2,False,117,0.918,55,[],[],"[(1128, 904)]",[],[1],[81],[1.35],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.409],1,780.155
2,False,118,1.072,64,[],[],"[(1127, 915)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.527],1,783.032
2,False,119,0.985,59,[],[],"[(1122, 914)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.46],1,786.106
2,False,120,1.109,66,[],[],"[(1136, 893)]",[],[1],[70],[1.1666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.049],1,789.051
3,False,121,0.81,48,[],[],"[(1122, 920)]",[],[1],[81],[1.35],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.526],1,791.724
3,False,122,1.203,72,[],[],"[(1132, 919)]",[],[1],[111],[1.8499999999999999],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.625],1,794.646
3,False,123,0.989,59,[],[852951],"[(1131, 893)]","[(1093, 919)]",[1],[52],[0.8666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0],0,797.96
3,False,124,0.829,49,[],[],"[(1105, 927)]",[],[1],[72],[1.2],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.36],1,821.634
3,False,125,0.805,48,[],[],"[(1112, 906)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.446],1,824.476
3,False,126,0.353,21,[],[],"[(1109, 910)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.607],1,827.261
3,False,127,0.757,45,[],[],"[(1127, 920)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.46],1,829.756
3,False,128,0.853,51,[],[],"[(1124, 910)]",[],[1],[78],[1.3],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.429],1,832.527
3,False,129,0.44,26,[],[],"[(1122, 911)]",[],[1],[58],[0.9666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.509],1,835.367
3,False,130,0.529,31,[],[],"[(1111, 908)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.444],1,843.675
3,False,131,0.987,59,[],[],"[(1102, 907)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.611],1,846.335
3,False,132,1.256,75,[],[],"[(1109, 907)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.116],1,849.657
3,False,133,1.432,85,[],[],"[(1115, 910)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.133],1,852.744
3,False,134,0.984,59,[],[],"[(1126, 910)]",[],[1],[81],[1.35],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.346],1,855.874
3,False,135,1.32,79,[],[893036],"[(1105, 927)]","[(1061, 938)]",[1],[62],[1.0333333333333332],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0],0,858.786
3,False,136,1.064,63,[],[896757],"[(1096, 928)]","[(1091, 938)]",[1],"[63, 113]","[1.05, 1.8833333333333333]","[640.0, 512.0]",horizontal,"(390.0, 762.0)","[0, 0.804]",0,861.715
3,False,137,0.35,21,[],[],"[(1136, 916)]",[],[1],[50],[0.8333333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.469],1,866.234
3,False,138,0.432,25,[],[],"[(1129, 907)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.549],1,868.597
3,False,139,0.431,25,[],[],"[(1120, 923)]",[],[1],[63],[1.05],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.613],1,871.097
3,False,140,0.651,39,[],[],"[(1126, 915)]",[],[1],[66],[1.1],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.432],1,873.682
3,False,141,1.482,88,[],[910589],"[(1097, 908)]","[(1073, 924)]",[1],"[88, 138]","[1.4666666666666666, 2.3]","[640.0, 512.0]",vertical,"(890.0, 762.0)","[0, 0.805]",0,876.285
3,False,142,0.981,58,[],[],"[(1132, 912)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.443],1,880.06
3,False,143,0.703,42,[],[],"[(1127, 914)]",[],[1],[70],[1.1666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.439],1,883.053
3,False,144,1.243,74,[],[],"[(1135, 928)]",[],[1],[93],[1.55],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.296],1,885.731
3,False,145,0.566,33,[],[],"[(1117, 915)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.456],1,888.793
3,False,146,0.311,18,[],[],"[(1131, 902)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.702],1,891.352
3,False,147,1.289,77,[],[],"[(1131, 912)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.133],1,893.905
3,False,148,0.98,58,[],[],"[(1122, 903)]",[],[1],[72],[1.2],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.221],1,896.928
3,False,149,0.592,35,[],[],"[(1131, 900)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.475],1,899.766
3,False,150,0.964,57,[],[],"[(1102, 902)]",[],[1],[87],[1.45],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.477],1,902.347
3,False,151,1.267,76,[],[],"[(1133, 935)]",[],[1],[84],[1.4],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.115],1,905.257
3,False,152,0.436,26,[],[],"[(1130, 910)]",[],[1],[55],[0.9166666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.462],1,908.167
3,False,153,0.969,58,[],[],"[(1128, 930)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.745],1,910.629
3,False,154,1.107,66,[],[],"[(1125, 913)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.148],1,913.838
