block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,rt,acc,time
1,False,49,0.522,31,[],[],"[(1190, 909)]",[],[1],[60],[1.0],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.466],1,869.152
1,False,50,0.608,36,[],[],"[(1198, 895)]",[],[1],[66],[1.1],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.477],1,872.433
1,False,51,1.011,60,[],[],"[(1199, 889)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.408],1,875.035
1,False,52,1.413,84,[],[],"[(1196, 890)]",[],[1],[90],[1.5],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.084],1,877.996
1,False,53,0.478,28,[],[],"[(1196, 915)]",[],[1],[58],[0.9666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.477],1,880.981
1,False,54,0.757,45,[],[922299],"[(1231, 889), (1223, 888)]","[(1171, 915)]","[0, 1]",[24],[0.4],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0],0,883.459
1,False,55,1.218,73,[],[924928],"[(1197, 884)]","[(1179, 904)]",[1],[65],[1.0833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0],0,886.248
1,False,56,0.496,29,[],[],"[(1202, 896)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.635],1,888.869
1,False,57,0.307,18,[],[],"[(1243, 890), (1160, 890)]",[],"[0, 1]",[52],[0.8666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.547],1,892.092
1,False,58,1.244,74,[],[],"[(1213, 889)]",[],[1],[84],[1.4],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.149],1,896.212
1,False,59,1.136,68,[],[],"[(1226, 889)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.522],1,899.114
1,False,60,1.262,75,[],[],"[(1228, 886)]",[],[1],[78],[1.3],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.033],1,902.264
2,False,61,0.509,30,[],[],"[(1227, 889)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.49],1,905.064
2,False,62,1.216,72,[],[],"[(1223, 900)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.463],1,907.551
2,False,63,0.411,24,[],[],"[(1196, 885)]",[],[1],[63],[1.05],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.631],1,910.768
2,False,64,0.83,49,[],[],"[(1193, 892)]",[],[1],[81],[1.35],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.508],1,913.295
2,False,65,0.914,54,[],[],"[(1192, 885)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.489],1,916.11
2,False,66,0.937,56,[],[],"[(1227, 869)]",[],[1],[87],[1.45],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.497],1,919.032
2,False,67,1.325,79,[],[],"[(1224, 894)]",[],[1],[112],[1.8666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.525],1,921.924
2,False,68,0.308,18,[],[],"[(1221, 891)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.525],1,925.283
2,False,69,0.891,53,[],[],"[(1219, 904)]",[],[1],[84],[1.4],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.493],1,927.626
2,False,70,0.525,31,[],[],"[(1227, 903)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.481],1,930.514
2,False,71,0.312,18,[],[],"[(1192, 889)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.659],1,932.995
2,False,72,1.403,84,[],[],"[(1227, 911)]",[],[1],[96],[1.6],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.184],1,935.47
2,False,73,1.254,75,[],[],"[(1196, 904)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.198],1,938.55
2,False,74,1.293,77,[],[],"[(1222, 896)]",[],[1],[103],[1.7166666666666666],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.41],1,941.477
2,False,75,0.771,46,[],[],"[(1178, 911)]",[],[1],[84],[1.4],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.609],1,944.696
2,False,76,1.49,89,[],[],"[(1203, 910)]",[],[1],[116],[1.9333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.426],1,947.77
2,False,77,1.205,72,[],[],"[(1229, 899)]",[],[1],[102],[1.7],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.476],1,951.225
2,False,78,0.891,53,[],[],"[(1196, 899)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.472],1,954.458
2,False,79,0.364,21,[],[],"[(1227, 894)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.713],1,957.311
2,False,80,1.44,86,[],[],"[(1196, 898)]",[],[1],[108],[1.8],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.346],1,959.943
2,False,81,1.026,61,[],[],"[(1224, 894)]",[],[1],[93],[1.55],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.513],1,963.263
2,False,82,0.505,30,[],[],"[(1222, 892)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.502],1,966.311
2,False,83,1.291,77,[],[],"[(1221, 887)]",[],[1],[102],[1.7],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.39],1,968.812
2,False,84,1.142,68,[],[],"[(1196, 890)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.178],1,972.007
2,False,85,0.865,51,[],[],"[(1237, 894), (1233, 894), (1196, 892)]",[],"[0, 0, 1]",[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.458],1,974.918
2,False,86,0.667,40,[],[],"[(1197, 892)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.591],1,985.596
2,False,87,0.762,45,[],[],"[(1220, 893)]",[],[1],[78],[1.3],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.529],1,989.175
2,False,88,0.711,42,[],[],"[(1238, 883), (1227, 904)]",[],"[0, 1]",[70],[1.1666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.446],1,991.968
2,False,89,1.216,72,[],[],"[(1196, 894)]",[],[1],[87],[1.45],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.233],1,995.574
2,False,90,0.811,48,[],[],"[(1203, 890)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.687],1,998.514
2,False,91,0.429,25,[],[],"[(1196, 909)]",[],[1],[58],[0.9666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.527],1,1001.498
2,False,92,0.505,30,[],[],"[(1196, 899)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.566],1,1004.016
2,False,93,1.14,68,[],[],"[(1202, 893)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.326],1,1006.614
2,False,94,0.856,51,[],[],"[(1190, 902)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.347],1,1009.586
2,False,95,0.301,18,[],[],"[(1226, 885)]",[],[1],[54],[0.9],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.569],1,1016.598
2,False,96,0.743,44,[],[],"[(1227, 904)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.604],1,1018.999
2,False,97,1.415,84,[],[],"[(1200, 894)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.316],1,1021.864
2,False,98,0.357,21,[],[],"[(1240, 892), (1219, 910)]",[],"[0, 1]",[55],[0.9166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.536],1,1025.235
2,False,99,0.522,31,[],[],"[(1219, 894)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.475],1,1028.608
2,False,100,0.961,57,[],[],"[(1219, 904)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.492],1,1031.083
2,False,101,1.359,81,[],[],"[(1245, 897), (1227, 906)]",[],"[0, 1]",[83],[1.3833333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.017],1,1034.031
2,False,102,1.342,80,[],[],"[(1203, 892)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.475],1,1037.737
2,False,103,1.345,80,[],[],"[(1194, 893)]",[],[1],[96],[1.6],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.247],1,1041.084
2,False,104,0.994,59,[],[],"[(1226, 890)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.508],1,1044.876
2,False,105,1.032,61,[],[],"[(1193, 891)]",[],[1],[90],[1.5],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.457],1,1047.87
2,False,106,0.381,22,[],[],"[(1194, 891)]",[],[1],[57],[0.95],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.553],1,1050.844
2,False,107,1.341,80,[],[],"[(1225, 886)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.216],1,1053.314
2,False,108,0.668,40,[],[],"[(1184, 905)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.521],1,1056.402
2,False,109,0.616,36,[],[],"[(1172, 893)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.52],1,1059.364
2,False,110,0.589,35,[],[],"[(1190, 898)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.548],1,1062.982
2,False,111,0.987,59,[],[],"[(1193, 890)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.623],1,1065.648
2,False,112,1.224,73,[],[],"[(1180, 900)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.326],1,1068.733
2,False,113,0.306,18,[],[],"[(1210, 889)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.521],1,1071.819
2,False,114,1.314,78,[],[],"[(1226, 909)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.363],1,1074.166
2,False,115,1.333,79,[],[],"[(1184, 923)]",[],[1],[118],[1.9666666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.615],1,1077.331
2,False,116,0.408,24,[],[],"[(1197, 899)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.592],1,1080.953
2,False,117,0.586,35,[],[],"[(1190, 910)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.537],1,1083.485
2,False,118,1.403,84,[],[],"[(1178, 928)]",[],[1],[120],[2.0],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.572],1,1086.15
2,False,119,0.417,25,[],[],"[(1184, 899)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.541],1,1089.666
2,False,120,0.442,26,[],[],"[(1198, 896)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.623],1,1092.163
3,False,121,1.214,72,[],[],"[(1223, 894)]",[],[1],[106],[1.7666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.546],1,1094.749
3,False,122,0.986,59,[],[],"[(1190, 890)]",[],[1],[81],[1.35],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.344],1,1098.033
3,False,123,0.707,42,[],[],"[(1190, 906)]",[],[1],[75],[1.25],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.52],1,1100.885
3,False,124,1.152,69,[],[],"[(1190, 905)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.344],1,1103.637
3,False,125,0.81,48,[],[],"[(1220, 885)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.736],1,1106.701
3,False,126,1.457,87,[],[],"[(1194, 897)]",[],[1],[113],[1.8833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.403],1,1109.722
3,False,127,1.436,86,[],[],"[(1196, 898)]",[],[1],[109],[1.8166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.358],1,1113.088
3,False,128,1.131,67,[],[],"[(1196, 897)]",[],[1],[102],[1.7],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.558],1,1116.398
3,False,129,0.319,19,[],[],"[(1178, 897)]",[],[1],[54],[0.9],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.554],1,1119.596
3,False,130,0.436,26,[],[],"[(1202, 900)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.673],1,1123.295
3,False,131,0.921,55,[],[],"[(1190, 908)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.528],1,1125.951
3,False,132,1.361,81,[],[],"[(1223, 898)]",[],[1],[115],[1.9166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.533],1,1128.894
3,False,133,0.483,28,[],[],"[(1166, 904)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.521],1,1132.286
3,False,134,1.172,70,[],[],"[(1178, 914)]",[],[1],[99],[1.65],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.46],1,1136.378
3,False,135,1.13,67,[],[],"[(1177, 897)]",[],[1],[99],[1.65],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.51],1,1139.58
3,False,136,1.18,70,[],[],"[(1219, 891)]",[],[1],[84],[1.4],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.213],1,1142.796
3,False,137,0.5,30,[],[],"[(1194, 894)]",[],[1],[63],[1.05],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.526],1,1145.638
3,False,138,0.375,22,[],[],"[(1213, 897)]",[],[1],[58],[0.9666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.57],1,1148.197
3,False,139,1.451,87,[],[],"[(1217, 891)]",[],[1],[92],[1.5333333333333332],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.066],1,1150.665
3,False,140,0.781,46,[],[],"[(1196, 889)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.77],1,1153.64
3,False,141,1.08,64,[],[],"[(1194, 906)]",[],[1],[90],[1.5],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.408],1,1156.674
3,False,142,0.911,54,[],[],"[(1227, 888)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.45],1,1159.691
3,False,143,0.937,56,[],[],"[(1219, 894)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.521],1,1162.521
3,False,144,0.671,40,[],[],"[(1223, 909)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.492],1,1165.479
3,False,145,0.952,57,[],[],"[(1214, 898)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.491],1,1168.153
3,False,146,0.591,35,[],[],"[(1226, 905)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.524],1,1171.089
3,False,147,0.945,56,[],[],"[(1202, 912)]",[],[1],[87],[1.45],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.488],1,1173.708
3,False,148,1.497,89,[],[],"[(1198, 893)]",[],[1],[120],[2.0],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.488],1,1176.648
3,False,149,1.294,77,[],[],"[(1223, 888)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.264],1,1180.135
3,False,150,0.902,54,[],[],"[(1190, 894)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.515],1,1183.151
3,False,151,1.223,73,[],[],"[(1217, 902)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.249],1,1186.119
3,False,152,1.497,89,[],[],"[(1227, 891)]",[],[1],[102],[1.7],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.198],1,1189.101
3,False,153,1.5,90,[],[],"[(1227, 904)]",[],[1],[99],[1.65],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.133],1,1192.24
3,False,154,1.422,85,[],[],"[(1227, 898)]",[],[1],[95],[1.5833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.147],1,1195.371
3,False,155,0.836,50,[],[],"[(1227, 906)]",[],[1],[99],[1.65],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.787],1,1198.43
3,False,156,0.743,44,[],[],"[(1178, 893)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.503],1,1201.601
3,False,157,0.847,50,[],[],"[(1194, 898)]",[],[1],[84],[1.4],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.54],1,1204.411
