block,practice,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time
1,False,11,target,"[(1081, 876)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",1.3,0.473,1,155.017
1,False,12,target,"[(1071, 885)]",[],[1],[0.4666666666666667],horizontal,"(390.0, 262.0)",1.1833333333333333,0.429,1,159.694
1,False,13,target,"[(1100, 886)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",1.2,0.483,1,164.312
1,False,14,target,"[(1095, 888)]",[],[1],[0.6],vertical,"(890.0, 762.0)",0.7666666666666666,0.565,1,169.092
1,False,15,catch,"[(1074, 892)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.8333333333333334,nan,1,173.855
1,False,16,target,"[(1081, 896)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",0.7833333333333333,0.543,1,178.434
1,False,17,target,"[(1091, 878)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 762.0)",1.1166666666666667,0.477,1,183.527
1,False,18,target,"[(1086, 892)]",[],[1],[0.1],vertical,"(890.0, 762.0)",1.4833333333333334,0.069,1,187.828
1,False,19,target,"[(1089, 899)]",[],[1],[0.6833333333333333],horizontal,"(390.0, 262.0)",0.7333333333333333,0.636,1,192.839
1,False,20,target,"[(537, 758), (742, 713), (620, 739), (616, 741), (1192, 724), (544, 767), (399, 731), (727, 643), (785, 743), (790, 728), (388, 556), (606, 733), (1095, 876)]","[(1079, 887)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[0.3],horizontal,"(390.0, 262.0)",,bar_phase,0,197.227
1,False,21,target,"[(732, 805), (548, 752), (726, 753), (722, 805), (231, 662), (553, 752), (676, 605), (388, 772), (761, 585), (513, 748), (373, 414), (393, 741), (525, 628), (727, 760), (698, 816), (1158, 738), (1114, 705), (1182, 629), (601, 713), (548, 839), (1104, 745), (732, 423), (589, 435), (673, 421), (567, 315), (756, 473), (553, 776), (327, 333), (272, 146), (1148, 708), (945, 441), (854, 696), (747, 772), (1012, 719), (1027, 797)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[],horizontal,"(890.0, 262.0)",,fix_phase,0,204.491
1,False,22,target,"[(1008, 714), (968, 811), (1163, 718), (1235, 833), (1105, 805)]","[(1112, 785)]","[0, 0, 0, 0, 1]",[0.4666666666666667],vertical,"(390.0, 262.0)",,bar_phase,0,224.079
1,False,23,target,"[(1158, 805)]",[],[1],[],horizontal,"(390.0, 262.0)",,fix_phase,0,235.12
1,False,24,catch,"[(1167, 727), (1158, 830)]",[],"[0, 1]",[0.85],vertical,"(390.0, 762.0)",0.7666666666666666,nan,1,238.876
1,False,25,target,"[(1138, 723), (1167, 738), (1058, 902)]",[],"[0, 0, 1]",[0.5166666666666666],vertical,"(890.0, 762.0)",0.65,0.472,1,250.477
1,False,26,target,"[(1082, 885)]",[],[1],[0.5],horizontal,"(390.0, 762.0)",1.1166666666666667,0.458,1,271.479
1,False,27,target,"[(1078, 907)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.5833333333333333,nan,0,275.936
1,False,28,target,"[(1089, 889)]","[(1072, 900)]",[1],[0.8],horizontal,"(390.0, 262.0)",,bar_phase,0,281.584
1,False,29,target,"[(1148, 757)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",0.8666666666666667,0.506,1,285.999
1,False,30,target,"[(1057, 879)]",[],[1],"[0.85, 0.85]",horizontal,"(390.0, 762.0)",1.25,"0.802,nan",0,291.607
1,False,31,target,"[(1059, 884)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,296.677
1,False,32,target,"[(1056, 877)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.5833333333333334,nan,0,301.941
1,False,33,target,"[(1052, 899)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.5666666666666667,nan,0,311.05
1,False,34,target,"[(930, 848), (879, 772), (1003, 945), (872, 590), (959, 246), (1074, 911)]",[],"[0, 0, 0, 0, 0, 1]",[0.13333333333333333],vertical,"(390.0, 762.0)",1.4,0.101,1,319.4
1,False,35,catch,"[(1071, 895)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.1833333333333333,nan,1,385.902
1,False,36,catch,"[(1027, 892)]",[],[1],[0.2833333333333333],vertical,"(390.0, 762.0)",1.3333333333333333,0.247,0,390.979
1,False,37,target,"[(1071, 901)]",[],[1],[0.55],vertical,"(390.0, 762.0)",0.5333333333333333,0.507,1,395.974
1,False,38,target,"[(1066, 901)]",[],[1],[0.06666666666666667],vertical,"(890.0, 762.0)",1.5666666666666667,0.036,1,423.269
1,False,39,target,"[(1073, 892)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.2,0.555,1,428.288
1,False,40,target,"[(1076, 903)]",[],[1],[0.15],horizontal,"(390.0, 262.0)",0.8333333333333334,0.117,1,433.376
1,False,41,target,"[(1074, 896)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",1.65,0.441,1,437.379
1,False,42,target,"[(1075, 894)]",[],[1],[],vertical,"(890.0, 262.0)",,cti_phase,0,443.04
1,False,43,catch,"[(1056, 883)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.9333333333333333,nan,1,446.695
1,False,44,target,"[(1060, 893)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,484.158
1,False,45,target,"[(1126, 904)]",[],[1],"[0.85, 0.85]",horizontal,"(890.0, 762.0)",0.6833333333333333,"0.808,nan",0,488.878
1,False,46,target,"[(1063, 896)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",1.0666666666666667,0.545,1,495.428
1,False,47,target,"[(1073, 907)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.55,nan,0,502.53
1,False,48,target,"[(1092, 906)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.6666666666666666,nan,0,508.244
1,False,49,target,"[(1072, 880)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",0.5333333333333333,0.537,1,514.27
1,False,50,target,"[(1086, 889)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",1.5333333333333332,0.489,1,519.279
1,False,51,target,"[(1074, 881)]",[],[1],[0.7333333333333333],vertical,"(390.0, 262.0)",0.5666666666666667,0.685,1,524.94
1,False,52,target,"[(1088, 895)]",[],[1],[0.08333333333333333],horizontal,"(890.0, 262.0)",1.5166666666666666,0.052,1,529.683
1,False,53,target,"[(1173, 903)]",[],[1],[0.7],vertical,"(390.0, 762.0)",1.1833333333333333,0.657,1,534.204
1,False,54,target,"[(1063, 896)]",[],[1],[0.75],vertical,"(390.0, 262.0)",0.6833333333333333,0.705,1,539.485
1,False,55,target,"[(1084, 888)]",[],[1],[0.7333333333333333],vertical,"(390.0, 262.0)",0.6,0.699,1,544.529
1,False,56,catch,"[(1095, 899)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",0.7833333333333333,0.497,0,549.427
1,False,57,target,"[(1100, 897)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 762.0)",1.2166666666666666,0.47,1,553.729
1,False,58,catch,"[(1094, 902)]",[],[1],[0.8333333333333334],vertical,"(390.0, 262.0)",0.7166666666666667,0.785,0,558.743
1,False,59,target,"[(1100, 901)]",[],[1],[0.5166666666666666],vertical,"(390.0, 262.0)",0.9166666666666666,0.482,1,563.307
1,False,60,target,"[(1125, 898)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.75,0.512,1,568.522
2,False,61,target,"[(1075, 905)]",[],[1],[0.4666666666666667],vertical,"(890.0, 762.0)",1.4166666666666667,0.428,1,573.22
2,False,62,target,"[(1079, 901)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 762.0)",0.9166666666666666,0.493,1,578.037
2,False,63,catch,"[(1079, 897)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.0666666666666667,nan,1,582.806
2,False,64,target,"[(1056, 909)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,587.473
2,False,65,target,"[(1056, 881)]",[],[1],[0.3],horizontal,"(390.0, 262.0)",1.35,0.264,1,612.078
2,False,66,target,"[(1074, 876)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.7166666666666667,0.494,1,616.801
2,False,67,target,"[(1088, 879)]",[],[1],[0.4166666666666667],vertical,"(890.0, 762.0)",0.8833333333333333,0.376,1,621.6
2,False,68,target,"[(1095, 909)]",[],[1],[],vertical,"(890.0, 262.0)",,cti_phase,0,625.768
2,False,69,target,"[(1058, 885)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",1.1,0.489,1,630.278
2,False,70,target,"[(1069, 885)]",[],[1],[0.6],horizontal,"(890.0, 262.0)",0.85,0.555,1,639.503
2,False,71,target,"[(1087, 895)]",[],[1],[0.4166666666666667],vertical,"(390.0, 262.0)",1.0666666666666667,0.374,1,645.178
2,False,72,target,"[(1081, 893)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",0.5666666666666667,0.47,1,649.527
2,False,73,target,"[(1074, 886)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.5,0.525,1,653.373
2,False,74,target,"[(1081, 877)]",[],[1],[0.08333333333333333],horizontal,"(390.0, 762.0)",1.2,0.053,1,657.354
2,False,75,target,"[(1095, 883)]",[],[1],[0.3833333333333333],vertical,"(890.0, 262.0)",1.2833333333333332,0.344,1,662.486
2,False,76,target,"[(1104, 909)]",[],[1],[0.5166666666666666],vertical,"(390.0, 262.0)",1.0333333333333332,0.473,1,667.272
2,False,77,target,"[(1072, 914)]",[],[1],[],vertical,"(390.0, 262.0)",,cti_phase,0,671.669
2,False,78,target,"[(1100, 887)]",[],[1],[0.43333333333333335],horizontal,"(390.0, 762.0)",1.2,0.394,1,676.216
2,False,79,target,"[(1107, 902)]",[],[1],[],vertical,"(390.0, 262.0)",,cti_phase,0,680.656
2,False,80,target,"[(1081, 882)]",[],[1],[0.21666666666666667],vertical,"(390.0, 762.0)",1.2166666666666666,0.183,1,684.914
2,False,81,target,"[(1081, 892)]",[],[1],[0.13333333333333333],horizontal,"(390.0, 762.0)",1.1166666666666667,0.101,1,689.228
2,False,82,target,"[(1088, 889)]",[],[1],[0.6833333333333333],vertical,"(890.0, 262.0)",0.75,0.636,1,693.675
2,False,83,target,"[(1091, 881)]",[],[1],[0.48333333333333334],vertical,"(390.0, 262.0)",1.1666666666666667,0.44,1,698.56
2,False,84,target,"[(1098, 890)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",1.1333333333333333,0.442,1,703.473
2,False,85,target,"[(1098, 895)]",[],[1],[0.05],vertical,"(890.0, 762.0)",1.3166666666666667,0.02,1,707.827
2,False,86,target,"[(1129, 881)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.8166666666666667,0.474,1,712.133
2,False,87,target,"[(1104, 885)]",[],[1],[0.11666666666666667],vertical,"(890.0, 262.0)",1.6833333333333333,0.083,1,716.686
2,False,88,target,"[(1079, 894)]",[],[1],[0.2],horizontal,"(390.0, 262.0)",1.3666666666666667,0.168,1,721.508
2,False,89,target,"[(1098, 889)]",[],[1],[0.16666666666666666],vertical,"(890.0, 762.0)",1.0333333333333332,0.134,1,725.824
2,False,90,target,"[(1121, 887)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,729.938
2,False,91,target,"[(1109, 877)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,734.228
2,False,92,target,"[(1098, 881)]",[],[1],[0.48333333333333334],vertical,"(890.0, 762.0)",1.0666666666666667,0.44,1,738.282
2,False,93,target,"[(1107, 902)]",[],[1],[0.4666666666666667],vertical,"(390.0, 262.0)",0.9,0.423,1,747.76
2,False,94,target,"[(1110, 892)]",[],[1],[0.5],vertical,"(390.0, 762.0)",0.9333333333333333,0.458,1,752.646
2,False,95,target,"[(1104, 893)]",[],[1],[0.5],vertical,"(890.0, 762.0)",0.85,0.463,1,756.873
2,False,96,target,"[(1114, 881)]",[],[1],[],horizontal,"(890.0, 762.0)",,cti_phase,0,761.041
2,False,97,target,"[(1100, 881)]",[],[1],[0.3],horizontal,"(390.0, 762.0)",1.1666666666666667,0.267,1,765.045
2,False,98,target,"[(1094, 890)]",[],[1],[0.31666666666666665],vertical,"(390.0, 762.0)",0.7166666666666667,0.277,1,769.912
2,False,99,target,"[(1104, 887)]",[],[1],[0.3],vertical,"(890.0, 262.0)",1.5666666666666667,0.263,1,774.274
2,False,100,target,"[(1092, 883)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,779.278
2,False,101,target,"[(1100, 889)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.4333333333333333,"cti_phase,nan",0,783.718
2,False,102,catch,"[(1090, 875)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.5666666666666667,nan,1,790.195
2,False,103,target,"[(1095, 909)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",1.2333333333333334,0.476,1,794.743
2,False,104,target,"[(1098, 869)]",[],[1],[0.35],horizontal,"(890.0, 762.0)",1.45,0.312,1,800.98
2,False,105,target,"[(1081, 886)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,805.907
2,False,106,target,"[(1086, 878)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",1.2166666666666666,0.462,1,810.576
2,False,107,target,"[(1093, 875)]",[],[1],[0.6],horizontal,"(390.0, 262.0)",0.9,0.56,1,815.376
2,False,108,target,"[(1082, 875)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,819.907
2,False,109,target,"[(1103, 876)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.7333333333333333,0.499,1,824.578
2,False,110,target,"[(1082, 883)]",[],[1],[0.05],vertical,"(390.0, 762.0)",1.4666666666666666,0.019,1,829.465
2,False,111,target,"[(1105, 885)]",[],[1],[0.4],horizontal,"(390.0, 262.0)",1.0666666666666667,0.369,1,834.007
2,False,112,target,"[(1096, 889)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.5666666666666667,0.504,1,838.692
2,False,113,target,"[(1097, 895)]",[],[1],[],vertical,"(890.0, 762.0)",,cti_phase,0,843.279
2,False,114,target,"[(1083, 859)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",1.0833333333333333,0.493,1,847.783
2,False,115,target,"[(1075, 890)]",[],[1],[0.3],vertical,"(890.0, 762.0)",0.9166666666666666,0.271,1,852.858
2,False,116,target,"[(1090, 874)]",[],[1],[],horizontal,"(890.0, 762.0)",,cti_phase,0,856.914
2,False,117,target,"[(1077, 906)]",[],[1],[],horizontal,"(890.0, 762.0)",,cti_phase,0,861.545
2,False,118,target,"[(1105, 884)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.6666666666666666,0.538,1,872.156
2,False,119,catch,"[(1098, 876)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.6833333333333333,nan,1,876.112
2,False,120,catch,"[(1100, 889)]",[],[1],[0.08333333333333333],horizontal,"(390.0, 762.0)",1.3666666666666667,0.052,0,880.561
3,False,121,catch,"[(1079, 888)]",[],[1],[0.3833333333333333],horizontal,"(390.0, 262.0)",1.05,0.347,0,884.795
3,False,122,target,"[(1100, 862)]",[],[1],[],horizontal,"(890.0, 262.0)",,cti_phase,0,888.966
3,False,123,target,"[(1104, 868)]",[],[1],[0.1],horizontal,"(390.0, 262.0)",1.5333333333333332,0.067,1,894.012
3,False,124,target,"[(1075, 890)]",[],[1],[0.4666666666666667],vertical,"(890.0, 262.0)",1.4833333333333334,0.425,1,899.066
3,False,125,catch,"[(1104, 893)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,904.376
3,False,126,target,"[(1061, 882)]",[],[1],[0.7],horizontal,"(390.0, 762.0)",1.4333333333333333,0.661,1,908.673
3,False,127,target,"[(1086, 887)]",[],[1],[],vertical,"(890.0, 262.0)",,cti_phase,0,913.812
3,False,128,catch,"[(1085, 875)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",0.5333333333333333,0.573,0,918.508
3,False,129,target,"[(1080, 870)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.7833333333333333,0.489,1,922.575
3,False,130,catch,"[(1095, 898)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,927.279
3,False,131,target,"[(1104, 872)]",[],[1],[0.35],horizontal,"(890.0, 762.0)",1.4833333333333334,0.318,1,931.94
3,False,132,target,"[(1104, 894)]",[],[1],[0.25],vertical,"(390.0, 762.0)",0.95,0.218,1,936.691
3,False,133,target,"[(1075, 891)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 762.0)",0.8833333333333333,0.482,1,941.311
3,False,134,target,"[(1104, 884)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",0.7666666666666666,0.535,1,945.679
3,False,135,target,"[(1102, 879)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",0.5333333333333333,0.521,1,949.763
3,False,136,target,"[(1104, 890)]",[],[1],[0.18333333333333332],horizontal,"(890.0, 762.0)",1.4166666666666667,0.147,1,953.961
3,False,137,target,"[(1077, 903)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.7833333333333333,0.511,1,958.823
3,False,138,target,"[(1093, 867)]",[],[1],[0.48333333333333334],vertical,"(890.0, 762.0)",1.0833333333333333,0.446,1,963.393
3,False,139,target,"[(1092, 876)]",[],[1],[0.3333333333333333],vertical,"(390.0, 762.0)",0.9666666666666667,0.298,1,968.039
3,False,140,target,"[(1093, 886)]",[],[1],[0.3333333333333333],horizontal,"(390.0, 262.0)",1.1833333333333333,0.295,1,972.496
3,False,141,target,"[(1084, 881)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",1.0,0.454,1,976.768
3,False,142,target,"[(1075, 888)]",[],[1],[0.1],horizontal,"(890.0, 762.0)",1.2,0.067,1,980.978
3,False,143,target,"[(1098, 883)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.9333333333333333,0.521,1,985.276
3,False,144,target,"[(1090, 883)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.15,0.512,1,989.898
3,False,145,target,"[(1082, 884)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",0.5833333333333334,0.484,1,994.514
3,False,146,target,"[(1077, 886)]",[],[1],[0.15],vertical,"(890.0, 262.0)",1.1333333333333333,0.117,1,998.913
3,False,147,target,"[(1092, 884)]",[],[1],[0.4666666666666667],horizontal,"(390.0, 762.0)",0.55,0.425,1,1003.478
3,False,148,target,"[(1105, 893)]",[],[1],[0.3],vertical,"(890.0, 262.0)",1.6166666666666667,0.266,1,1007.905
3,False,149,target,"[(1104, 883)]",[],[1],[0.16666666666666666],vertical,"(390.0, 762.0)",1.45,0.134,1,1012.676
3,False,150,target,"[(1129, 893)]",[],[1],[0.6],vertical,"(890.0, 262.0)",0.55,0.556,1,1017.038
3,False,151,target,"[(1090, 871)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,1021.628
3,False,152,target,"[(1108, 861)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",0.65,0.476,1,1026.006
3,False,153,target,"[(1077, 892)]",[],[1],[0.23333333333333334],vertical,"(390.0, 762.0)",1.2333333333333334,0.197,1,1030.727
3,False,154,target,"[(1104, 896)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.8,0.508,1,1035.461
3,False,155,target,"[(1103, 891)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.8,0.488,1,1039.8
3,False,156,target,"[(1109, 886)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",0.65,0.497,1,1044.523
3,False,157,catch,"[(1088, 889)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,1048.412
3,False,158,target,"[(1104, 876)]",[],[1],[0.13333333333333333],vertical,"(390.0, 762.0)",1.6666666666666667,0.098,1,1052.378
3,False,159,target,"[(1113, 885)]",[],[1],[0.16666666666666666],horizontal,"(890.0, 262.0)",1.45,0.135,1,1057.511
3,False,160,target,"[(1085, 887)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.5333333333333333,0.522,1,1061.867
3,False,161,target,"[(1077, 880)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",0.7666666666666666,0.522,1,1066.426
3,False,162,target,"[(1047, 880)]",[],[1],[],vertical,"(890.0, 262.0)",,cti_phase,0,1071.858
3,False,163,target,"[(1074, 872)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",0.5666666666666667,0.524,1,1075.593
3,False,164,catch,"[(1076, 885)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.9166666666666666,nan,1,1081.257
3,False,165,target,"[(1103, 889)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,1086.399
3,False,166,target,"[(1095, 872)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",0.8666666666666667,0.452,1,1090.924
3,False,167,target,"[(1088, 893)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",1.1833333333333333,0.478,1,1095.612
3,False,168,target,"[(1111, 889)]",[],[1],[0.1],vertical,"(390.0, 262.0)",1.5,0.068,1,1100.134
3,False,169,target,"[(1095, 896)]",[],[1],[0.2833333333333333],vertical,"(890.0, 762.0)",1.45,0.249,1,1105.066
3,False,170,target,"[(1090, 884)]",[],[1],[0.36666666666666664],vertical,"(390.0, 762.0)",0.8333333333333334,0.329,1,1109.676
3,False,171,target,"[(1076, 887)]",[],[1],[0.3],vertical,"(390.0, 762.0)",0.8,0.262,1,1114.645
3,False,172,target,"[(1088, 885)]",[],[1],[0.3833333333333333],horizontal,"(890.0, 262.0)",1.3166666666666667,0.343,1,1118.341
3,False,173,target,"[(1101, 898)]",[],[1],[0.5],horizontal,"(890.0, 762.0)",1.0166666666666666,0.459,1,1123.505
3,False,174,target,"[(1104, 880)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",0.8333333333333334,0.447,1,1128.253
3,False,175,target,"[(1087, 888)]",[],[1],[0.35],horizontal,"(390.0, 762.0)",0.8166666666666667,0.315,1,1132.554
3,False,176,target,"[(1077, 888)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,1136.532
3,False,177,target,"[(1088, 877)]",[],[1],[0.08333333333333333],vertical,"(890.0, 262.0)",1.5333333333333332,0.051,1,1140.6
3,False,178,target,"[(1075, 895)]",[],[1],[0.3833333333333333],vertical,"(890.0, 762.0)",1.4166666666666667,0.345,1,1145.285
3,False,179,catch,"[(1076, 878)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.5,nan,1,1150.278
3,False,180,target,"[(1100, 901)]",[],[1],[0.1],vertical,"(890.0, 762.0)",1.1,0.066,1,1154.911
4,False,181,target,"[(1082, 883)]",[],[1],[0.7333333333333333],horizontal,"(390.0, 762.0)",0.6666666666666666,0.683,1,1159.497
4,False,182,catch,"[(1071, 881)]",[],[1],[0.7333333333333333],vertical,"(390.0, 762.0)",0.55,0.699,0,1163.714
4,False,183,target,"[(1103, 887)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 762.0)",0.5333333333333333,0.476,1,1167.842
4,False,184,target,"[(1095, 893)]",[],[1],[0.48333333333333334],vertical,"(890.0, 762.0)",0.7,0.444,1,1172.285
4,False,185,target,"[(1076, 890)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,1176.48
4,False,186,target,"[(1075, 879)]",[],[1],[0.3],vertical,"(890.0, 262.0)",1.2166666666666666,0.265,1,1180.607
4,False,187,target,"[(1079, 886)]",[],[1],[0.18333333333333332],horizontal,"(390.0, 762.0)",0.9833333333333333,0.15,1,1185.607
4,False,188,target,"[(1078, 882)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.6666666666666666,0.506,1,1189.957
4,False,189,target,"[(1089, 880)]",[],[1],[0.11666666666666667],vertical,"(390.0, 762.0)",1.0166666666666666,0.085,1,1194.529
4,False,190,target,"[(1087, 885)]",[],[1],[0.21666666666666667],horizontal,"(390.0, 762.0)",1.0,0.182,1,1198.587
4,False,191,target,"[(1074, 876)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,1202.647
4,False,192,target,"[(1101, 880)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.6166666666666667,"cti_phase,nan",0,1207.006
4,False,193,target,"[(1078, 888)]",[],[1],[],horizontal,"(890.0, 762.0)",,cti_phase,0,1213.019
4,False,194,target,"[(1109, 891)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.0833333333333333,"cti_phase,nan",0,1218.14
4,False,195,target,"[(1102, 876)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",0.8,0.477,1,1223.669
4,False,196,target,"[(1100, 895)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,1228.112
4,False,197,target,"[(1110, 877)]",[],[1],[],vertical,"(890.0, 762.0)",,cti_phase,0,1232.43
4,False,198,target,"[(1114, 862)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,1237.132
4,False,199,target,"[(1088, 876)]",[],[1],[0.2833333333333333],vertical,"(890.0, 762.0)",1.2333333333333334,0.248,1,1241.391
4,False,200,target,"[(1104, 894)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",0.5166666666666666,0.49,1,1245.85
